Order Date,total_sales
11/1/2017,2921.4299999999994
11/12/2014,1054.7612
11/12/2015,1127.992
11/12/2016,4914.938
11/12/2017,2911.3859999999995
11/13/2015,3591.0771999999997
11/13/2016,2945.1380000000004
11/13/2017,6633.420200000001
11/14/2014,1034.73
11/14/2015,2512.71
11/14/2016,2774.0620000000004
11/14/2017,834.6579999999999
11/15/2014,1780.822
11/15/2015,702.17
11/15/2016,2145.718
11/15/2017,559.2
11/16/2014,1355.9285
11/16/2015,4072.3340000000003
11/16/2016,36.72
11/16/2017,4755.2339999999995
11/17/2014,11544.274
11/17/2015,3885.9860000000003
11/17/2016,142.684
11/17/2017,13694.882799999996
11/18/2014,3406.8550000000005
11/18/2016,3958.932
11/18/2017,1469.756
11/19/2014,7226.086
11/19/2015,1040.784
11/19/2016,638.4620000000001
11/19/2017,7397.272
1/1/2017,1481.8280000000002
11/20/2014,907.5600000000001
11/20/2015,2861.15
11/20/2016,3070.333
11/20/2017,2988.274
11/21/2014,1249.6219999999998
11/21/2015,3613.5748000000003
11/21/2016,1176.891
11/21/2017,2236.1839999999997
11/2/2014,2126.37
1/12/2015,854.614
11/2/2015,5528.551
1/12/2017,848.52
11/2/2017,6294.386
11/22/2014,1103.298
11/22/2015,614.499
11/22/2016,317.044
11/22/2017,35.712
11/23/2014,1363.2800000000002
11/23/2015,3450.1879999999996
11/23/2016,100.61599999999999
11/23/2017,1153.1090000000002
11/24/2014,5578.606
11/24/2015,1218.7640000000001
11/24/2016,6394.538000000001
11/24/2017,4959.640999999999
11/25/2014,4415.695000000001
11/25/2015,13.12
11/25/2016,7978.550999999999
11/25/2017,3666.157
11/26/2014,1705.99
11/26/2015,1484.0819999999999
11/26/2016,8329.743
11/26/2017,5048.1720000000005
11/27/2014,203.66
11/27/2015,3109.7834999999995
11/27/2016,1651.2390000000003
11/27/2017,1618.2540000000001
11/28/2014,2280.83
11/28/2015,1864.4820000000002
11/28/2016,3428.3719999999994
11/28/2017,6912.9439999999995
11/29/2014,649.0439999999999
11/29/2015,2760.1680000000006
11/29/2016,300.592
11/29/2017,491.888
11/30/2014,219.154
11/30/2015,1798.397
11/30/2016,970.142
11/30/2017,6645.281999999999
1/13/2014,3553.795
11/3/2014,2784.1629999999996
1/13/2015,622.2780000000001
11/3/2015,2800.8459999999995
11/3/2016,3802.7960000000003
1/13/2017,4619.33
11/3/2017,4536.937000000001
1/14/2014,61.96
11/4/2014,6693.747999999999
1/14/2016,405.344
11/4/2016,3888.8180000000007
1/14/2017,1056.038
11/4/2017,10668.095999999998
1/15/2014,149.95
11/5/2014,1694.564
11/5/2015,834.8739999999999
1/15/2016,701.923
11/5/2016,4266.8988
1/15/2017,2140.28
11/5/2017,2355.064
1/16/2014,299.964
11/6/2014,43.68
11/6/2015,11.481
1/16/2016,102.21799999999999
11/6/2016,773.2560000000001
1/16/2017,6230.2919999999995
11/6/2017,4288.75
11/7/2014,1449.1420000000003
1/17/2015,350.38399999999996
11/7/2015,3073.073
1/17/2016,1040.55
11/7/2016,3810.464
11/7/2017,2413.3779999999997
1/18/2014,64.864
11/8/2014,333.576
11/8/2015,12196.997
11/8/2016,993.9000000000001
11/8/2017,384.1
1/19/2014,378.594
11/9/2014,1574.094
1/19/2015,301.742
11/9/2015,4620.2919999999995
11/9/2016,479.97
1/19/2017,2013.715
11/9/2017,4751.491999999999
1/20/2014,2673.87
1/20/2017,767.838
12/10/2014,573.336
12/10/2015,3080.380000000001
12/10/2016,3459.7100000000005
12/10/2017,3873.5589999999997
12/11/2015,1590.894
12/11/2016,6102.25
12/11/2017,2823.965
1/21/2014,25.248
12/1/2014,5624.389999999999
12/1/2015,7130.594
1/21/2016,1167.056
12/1/2016,7365.455000000001
1/21/2017,2546.643
12/1/2017,5331.178
12/12/2014,4938.4045
12/12/2015,1448.854
12/12/2016,1981.1149999999996
12/13/2014,293.152
12/13/2015,1023.3860000000001
12/13/2016,1194.088
12/13/2017,580.936
12/14/2014,7641.658
12/14/2015,858.3040000000001
12/14/2016,828.654
12/14/2017,3897.714
12/15/2014,1264.466
12/15/2015,5494.795999999999
12/15/2016,2637.087
12/15/2017,306.88800000000003
12/16/2014,4394.187
12/16/2015,4.98
12/16/2016,628.5419999999999
12/16/2017,858.7020000000001
12/17/2014,45.534
12/17/2015,1918.492
12/17/2016,12185.134
12/17/2017,2027.7579999999998
12/18/2015,935.288
12/18/2016,7051.349999999999
12/18/2017,3645.9110000000005
12/19/2014,3436.76
12/19/2015,6120.656000000001
12/19/2016,815.1120000000001
12/19/2017,1895.926
1/2/2015,1932.096
1/2/2016,405.91999999999996
1/2/2017,2079.554
12/20/2014,6962.44
12/20/2015,1107.464
12/20/2016,134.54
12/20/2017,377.73599999999993
12/21/2014,1933.44
12/21/2015,3257.7599999999998
12/21/2017,2140.94
12/2/2014,1771.8079999999998
1/22/2016,917.63
12/2/2016,4684.616000000001
1/22/2017,4212.371999999999
12/2/2017,9951.182
12/22/2014,798.968
12/22/2015,473.313
12/22/2016,1043.128
12/22/2017,7442.021
12/23/2014,942.1080000000001
12/23/2015,194.32
12/23/2016,6965.857000000001
12/23/2017,1926.7760000000003
12/24/2014,1950.2019999999998
12/24/2015,7484.566000000001
12/24/2016,1938.2599999999998
12/24/2017,6233.053999999999
12/25/2015,4204.968000000001
12/25/2016,10488.055
12/25/2017,2698.9270000000006
12/26/2014,2041.4139999999998
12/26/2015,561.486
12/26/2016,1829.418
12/26/2017,814.5939999999999
12/27/2014,2966.3880000000004
12/27/2015,5148.4472000000005
12/27/2016,959.49
12/27/2017,177.636
12/28/2014,3732.2960000000003
12/28/2015,79.2
12/28/2017,1657.3508000000006
12/29/2014,2072.096
12/29/2015,6.36
12/29/2016,1277.6799999999998
12/29/2017,2915.534
12/30/2014,2172.651
12/30/2015,3251.34
12/30/2016,773.774
12/30/2017,713.79
12/31/2014,5253.27
12/31/2015,1381.3439999999998
12/31/2016,731.768
1/23/2014,46.019999999999996
12/3/2014,505.88
1/23/2015,43.66
12/3/2015,1972.6450000000002
1/23/2016,1732.3
12/3/2016,5269.816000000001
1/23/2017,450.334
12/3/2017,1403.8419999999999
12/4/2014,129.98
1/24/2015,13.12
12/4/2015,5185.8139999999985
1/24/2016,31.36
12/4/2016,944.2860000000001
1/24/2017,418.66599999999994
12/4/2017,2639.6379999999995
12/5/2014,2963.642
12/5/2015,897.322
1/25/2016,858.712
12/5/2016,5267.003999999999
12/5/2017,1453.136
1/26/2014,1097.25
12/6/2014,1970.978
1/26/2015,182.72
12/6/2015,6061.501999999999
12/6/2016,3878.276
1/26/2017,3055.2799999999997
12/6/2017,10.68
1/27/2014,426.67
12/7/2014,548.4
1/27/2015,3573.252
12/7/2015,1338.2980000000002
1/27/2017,331.914
12/7/2017,2916.5139999999997
1/28/2014,3.928
12/8/2014,1095.12
1/28/2015,4297.644
12/8/2015,2672.728
1/28/2016,39.68
12/8/2016,4709.095
1/28/2017,1007.52
12/8/2017,7643.040999999999
12/9/2014,1522.652
12/9/2015,34.02
12/9/2016,1855.483
1/29/2017,294.84200000000004
12/9/2017,5470.39
1/30/2014,240.5
1/30/2015,2161.6400000000003
1/30/2016,3107.3160000000003
1/30/2017,3749.335
1/31/2014,290.666
1/31/2015,99.26000000000002
1/31/2016,1601.5539999999999
1/3/2014,16.448
1/3/2015,1768.2215999999999
1/3/2016,2095.83
1/3/2017,2070.272
1/4/2014,288.06
1/4/2015,264.46000000000004
1/4/2016,1069.22
1/5/2014,19.536
1/5/2015,295.27200000000005
1/5/2016,255.904
1/6/2014,4407.1
1/6/2015,31.538
1/6/2017,33.74
1/7/2014,87.15799999999999
1/7/2016,83.576
1/7/2017,3395.59
1/8/2016,1859.1580000000001
1/8/2017,892.98
1/9/2014,40.544
1/9/2015,364.07
1/9/2016,743.0459999999999
1/9/2017,274.491
2/10/2015,77.24
2/10/2017,227.103
2/11/2014,2043.4000000000005
2/11/2016,69.93
2/11/2017,1241.516
2/1/2014,468.9
2/1/2016,161.97
2/12/2014,129.568
2/12/2016,1366.04
2/13/2016,146.82
2/13/2017,1058.43
2/14/2014,576.726
2/14/2015,1079.962
2/14/2016,837.921
2/15/2014,21.36
2/15/2015,1602.38
2/15/2016,407.072
2/16/2014,9.04
2/16/2015,160.43
2/16/2016,1135.638
2/16/2017,1337.442
2/17/2014,54.208
2/17/2017,2964.8173999999995
2/18/2014,37.784
2/18/2015,105.844
2/18/2017,287.32599999999996
2/19/2016,392.65999999999997
2/19/2017,1314.59
2/20/2014,95.59
2/20/2015,316.78000000000003
2/20/2016,16.496
2/20/2017,1150.29
2/21/2014,8.85
2/21/2015,2591.1
2/21/2016,1524.126
2/21/2017,47.904
2/2/2014,211.64600000000002
2/2/2016,8996.784
2/2/2017,913.354
2/22/2014,19.44
2/22/2015,79.36
2/22/2016,983.17
2/23/2014,11.364
2/23/2015,37.775999999999996
2/23/2016,57.576
2/23/2017,117.79999999999998
2/24/2014,55.672
2/24/2017,1448.676
2/25/2015,25.869999999999997
2/25/2016,46.72
2/25/2017,430.49199999999996
2/26/2017,2847.6459999999997
2/27/2014,19.456
2/27/2015,1159.271
2/27/2016,243.892
2/28/2015,551.264
2/28/2016,36.48
2/28/2017,17.62
2/29/2016,111.104
2/3/2014,97.11200000000001
2/3/2015,492.83599999999996
2/3/2016,866.4
2/3/2017,922.327
2/4/2014,134.384
2/4/2016,197.868
2/4/2017,32.67
2/5/2016,2994.476
2/5/2017,2263.012
2/6/2014,330.512
2/6/2015,2432.544
2/6/2016,132.224
2/6/2017,904.354
2/7/2014,180.32
2/7/2015,324.10999999999996
2/7/2016,762.142
2/8/2014,14.56
2/8/2015,129.09199999999998
2/8/2016,1369.476
2/9/2015,785.552
2/9/2016,121.83
2/9/2017,773.7639999999999
3/10/2014,741.956
3/10/2015,90.93199999999999
3/10/2016,7879.734
3/10/2017,1252.952
3/11/2014,918.3140000000001
3/11/2016,896.022
3/11/2017,1973.708
3/1/2014,2203.151
3/1/2015,1642.1743999999999
3/1/2016,6285.8060000000005
3/12/2015,51.016
3/12/2016,1694.6419999999998
3/12/2017,353.28
3/13/2015,1384.856
3/13/2016,8866.882
3/13/2017,4791.35
3/14/2014,2108.5499999999997
3/14/2015,707.9000000000001
3/14/2016,669.368
3/14/2017,49.616
3/15/2014,370.782
3/15/2015,16.776
3/15/2016,2356.808
3/16/2014,471.92
3/16/2015,7230.21
3/16/2017,2014.3809999999996
3/17/2014,3960.358
3/17/2015,48.84
3/17/2016,2360.3340000000003
3/17/2017,542.746
3/18/2014,28106.715999999997
3/18/2016,1061.682
3/18/2017,1027.7579999999998
3/19/2014,590.7620000000001
3/19/2015,5652.9396
3/19/2016,138.68
3/19/2017,2166.248
3/20/2015,1548.194
3/20/2016,928.311
3/20/2017,899.568
3/21/2014,4109.816
3/21/2015,1270.379
3/21/2016,645.706
3/21/2017,3332.6360000000004
3/2/2014,202.384
3/2/2015,899.5699999999999
3/2/2017,1450.126
3/22/2014,464.09299999999996
3/22/2015,2481.424
3/22/2016,226.46800000000002
3/23/2014,945.064
3/23/2015,633.302
3/23/2017,14816.068
3/24/2014,65.38
3/24/2015,412.95
3/24/2016,745.774
3/24/2017,1257.2980000000002
3/25/2014,459.146
3/25/2016,1346.97
3/25/2017,3567.0260000000003
3/26/2014,145.13
3/26/2015,4623.37
3/26/2016,682.246
3/26/2017,3252.88
3/27/2015,83.7
3/27/2016,92.69999999999999
3/27/2017,2933.5160000000005
3/28/2014,1823.8039999999999
3/28/2015,243.344
3/28/2016,125.3
3/28/2017,1504.702
3/29/2014,890.841
3/29/2015,1559.0800000000002
3/29/2016,2659.339
3/29/2017,81.4
3/30/2014,1170.322
3/30/2015,571.224
3/30/2016,11.34
3/30/2017,656.407
3/31/2014,1959.552
3/31/2015,200.716
3/31/2016,640.762
3/31/2017,4981.010799999999
3/3/2014,1345.8919999999998
3/3/2016,7264.4220000000005
3/3/2017,2000.104
3/4/2014,370.452
3/4/2016,315.45
3/4/2017,228.822
3/5/2014,705.5619999999999
3/5/2015,1969.2669999999998
3/5/2016,162.344
3/5/2017,1240.02
3/6/2015,1555.244
3/6/2016,811.303
3/6/2017,778.2360000000001
3/7/2014,1561.062
3/7/2015,807.54
3/7/2016,21.072
3/7/2017,166.59
3/8/2015,2563.296
3/8/2016,2190.81
3/8/2017,843.1
3/9/2015,478.008
3/9/2016,635.6
3/9/2017,710.804
4/10/2015,169.54199999999997
4/10/2016,950.594
4/10/2017,755.529
4/11/2014,1915.24
4/11/2015,1328.346
4/11/2017,319.80600000000004
4/1/2014,119.88799999999999
4/1/2016,2161.48
4/1/2017,5972.988
4/12/2014,1912.123
4/12/2015,40.74
4/12/2016,1542.53
4/12/2017,69.66
4/13/2014,638.576
4/13/2015,3192.6780000000003
4/13/2016,6.12
4/13/2017,1345.824
4/14/2015,35.208
4/14/2016,1466.572
4/14/2017,652.9300000000001
4/15/2014,294.71999999999997
4/15/2016,2201.8559999999998
4/15/2017,332.33799999999997
4/16/2014,39.072
4/16/2015,4161.972
4/16/2016,9335.085999999998
4/16/2017,944.429
4/17/2015,2745.1059999999998
4/17/2016,421.08500000000004
4/17/2017,3431.459
4/18/2014,1020.5319999999999
4/18/2015,2006.9600000000003
4/18/2016,2514.538
4/19/2014,205.47
4/19/2015,329.96
4/19/2016,1414.1320000000003
4/20/2014,1250.45
4/20/2015,1194.726
4/20/2017,2033.24
4/21/2014,845.36
4/21/2015,893.09
4/21/2016,271.616
4/21/2017,1254.564
4/2/2014,1458.5580000000002
4/2/2015,299.22
4/2/2016,1454.9
4/2/2017,822.9700000000001
4/22/2014,257.752
4/22/2015,152.916
4/22/2016,1765.465
4/22/2017,947.692
4/23/2014,643.9800000000001
4/23/2016,720.3679999999999
4/23/2017,1199.222
4/24/2015,25.99
4/24/2016,1607.1
4/24/2017,928.558
4/25/2014,2379.9939999999997
4/25/2015,920.946
4/25/2016,108.42
4/25/2017,678.113
4/26/2014,282.56800000000004
4/26/2015,2090.1055
4/26/2016,434.646
4/26/2017,61.608000000000004
4/27/2015,2719.59
4/27/2017,576.5756
4/28/2014,2578.476
4/28/2015,4044.3619999999996
4/28/2016,486.67199999999997
4/28/2017,795.296
4/29/2014,768.8439999999999
4/29/2015,7.968
4/29/2017,1053.26
4/30/2014,1048.74
4/30/2015,1571.6950000000002
4/30/2016,142.208
4/30/2017,1390.126
4/3/2014,233.45
4/3/2016,441.198
4/3/2017,32.528
4/4/2014,475.844
4/4/2015,1484.598
4/4/2016,970.194
4/4/2017,808.4699999999999
4/5/2014,5295.097999999999
4/5/2015,2974.058
4/5/2016,1046.3339999999998
4/6/2014,1650.6899999999998
4/6/2015,140.00400000000002
4/6/2016,1294.75
4/6/2017,114.41999999999999
4/7/2014,1021.1700000000002
4/7/2015,907.436
4/7/2016,1970.5740000000003
4/7/2017,1971.2905
4/8/2014,1958.75
4/8/2016,2906.404
4/8/2017,6401.929999999999
4/9/2015,757.992
4/9/2016,1115.197
4/9/2017,1626.7099999999998
5/10/2014,2343.799
5/10/2015,154.442
5/10/2016,763.0200000000001
5/11/2014,1642.802
5/11/2015,191.968
5/11/2016,5.98
5/11/2017,449.46900000000005
5/1/2015,450.94
5/1/2016,517.866
5/1/2017,4108.37
5/12/2014,734.846
5/12/2015,1060.35
5/12/2016,918.878
5/12/2017,970.384
5/13/2014,898.382
5/13/2015,238.384
5/13/2017,3066.378
5/14/2014,310.88
5/14/2015,3141.1994999999997
5/14/2016,455.92999999999995
5/14/2017,4182.061999999999
5/15/2015,69.908
5/15/2016,648.9119999999999
5/15/2017,421.264
5/16/2014,289.28
5/16/2015,255.968
5/16/2016,880.46
5/16/2017,221.024
5/17/2014,91.68
5/17/2015,134.468
5/17/2016,346.922
5/18/2014,948.9480000000001
5/18/2015,10.86
5/18/2016,122.22
5/18/2017,1830.508
5/19/2014,91.62
5/19/2016,1582.008
5/19/2017,4919.182
5/20/2014,320.104
5/20/2015,169.54399999999998
5/20/2016,2471.913
5/20/2017,2997.578
5/21/2014,4264.328
5/21/2015,72.332
5/21/2016,2718.214
5/21/2017,538.02
5/2/2014,506.12
5/2/2015,167.232
5/2/2016,1098.136
5/2/2017,399.10999999999996
5/22/2014,180.93
5/22/2015,3862.0980000000004
5/22/2016,1799.2000000000003
5/22/2017,336.56199999999995
5/23/2014,323.75800000000004
5/23/2015,1304.956
5/23/2016,10560.978000000001
5/23/2017,241.436
5/24/2014,116.28
5/24/2015,610.3069999999999
5/24/2016,277.75600000000003
5/25/2014,119.53999999999999
5/25/2015,1739.418
5/25/2016,1311.97
5/25/2017,886.026
5/26/2014,1325.718
5/26/2015,982.5640000000001
5/26/2016,1975.356
5/26/2017,270.23999999999995
5/27/2014,2157.394
5/27/2016,5305.078
5/27/2017,2084.908
5/28/2014,221.96800000000002
5/28/2015,794.146
5/28/2016,2137.324
5/28/2017,1480.1030000000003
5/29/2015,1204.842
5/29/2016,1063.1850000000002
5/29/2017,691.1080000000001
5/30/2014,1924.913
5/30/2015,681.1
5/30/2016,8090.578
5/30/2017,736.8904
5/31/2014,773.7
5/31/2015,5178.138000000003
5/31/2016,438.859
5/3/2014,72.632
5/3/2015,2198.76
5/3/2016,1099.013
5/3/2017,1386.3460000000002
5/4/2014,187.432
5/4/2015,1121.362
5/4/2017,1389.4050000000004
5/5/2014,260.977
5/5/2016,2701.28
5/5/2017,185.123
5/6/2014,254.456
5/6/2016,236.95999999999998
5/6/2017,3183.3697999999995
5/7/2014,1091.35
5/7/2015,305.622
5/7/2016,4835.976
5/7/2017,2549.468
5/8/2014,1799.97
5/8/2015,3981.9680000000003
5/8/2016,1340.2440000000001
5/8/2017,3658.5540000000005
5/9/2014,394.47999999999996
5/9/2015,48.81
5/9/2016,1283.5120000000002
5/9/2017,1078.222
6/10/2014,491.55
6/10/2016,1412.3960000000002
6/10/2017,2513.343
6/11/2015,3373.5640000000003
6/11/2016,1623.416
6/11/2017,1580.8939999999998
6/1/2014,5188.520000000001
6/1/2015,834.198
6/1/2017,5058.362
6/12/2015,174.476
6/12/2016,2962.563
6/12/2017,1679.968
6/13/2014,14.52
6/13/2015,1128.898
6/13/2016,430.438
6/13/2017,1156.018
6/14/2014,212.94
6/14/2015,51.072
6/14/2016,3457.099
6/15/2014,942.9739999999999
6/15/2015,734.144
6/15/2016,173.488
6/15/2017,4057.51
6/16/2014,763.792
6/16/2015,3443.904
6/16/2016,147.27499999999998
6/16/2017,2724.1940000000004
6/17/2014,3418.5020000000004
6/17/2016,3000.92
6/17/2017,3896.672
6/18/2014,139.8
6/18/2015,1883.087
6/18/2016,541.938
6/18/2017,1031.1555
6/19/2015,446.346
6/19/2016,17.12
6/19/2017,2115.9410000000003
6/20/2014,1828.9496
6/20/2015,829.544
6/20/2016,1229.5480000000002
6/20/2017,1028.228
6/21/2014,4107.442999999999
6/21/2015,107.976
6/21/2016,577.108
6/21/2017,595.656
6/2/2014,738.598
6/2/2016,157.844
6/2/2017,135.706
6/22/2014,1975.498
6/22/2015,2018.953
6/22/2017,579.019
6/23/2014,109.496
6/23/2015,836.958
6/23/2016,2475.094
6/24/2014,4.272
6/24/2016,5310.952
6/24/2017,1287.6140000000003
6/25/2014,792.76
6/25/2015,857.08
6/25/2016,893.266
6/25/2017,1508.3519999999999
6/26/2015,1592.196
6/26/2016,1919.6000000000001
6/26/2017,4224.136
6/27/2014,616.14
6/27/2016,778.7060000000001
6/27/2017,1644.906
6/28/2014,1645.791
6/28/2015,1386.466
6/28/2016,877.1560000000001
6/29/2014,46.68
6/29/2015,432.92600000000004
6/29/2016,191.88
6/29/2017,4521.9911999999995
6/30/2014,739.624
6/30/2016,1352.9499999999998
6/30/2017,4721.977
6/3/2014,741.336
6/3/2016,71.088
6/3/2017,2952.036
6/4/2014,456.272
6/4/2015,1192.31
6/4/2016,2316.523
6/4/2017,279.414
6/5/2015,1533.1979999999999
6/5/2016,659.82
6/5/2017,491.11199999999997
6/6/2014,1374.001
6/6/2016,6026.312
6/6/2017,31.349999999999998
6/7/2014,281.397
6/7/2015,59.768
6/7/2016,51.562
6/8/2014,2501.264
6/8/2015,1083.1119999999999
6/8/2017,2227.038
6/9/2014,5463.008000000001
6/9/2015,797.1160000000001
6/9/2016,1688.4720000000002
6/9/2017,939.133
7/10/2015,43.286
7/10/2016,895.895
7/10/2017,359.21399999999994
7/11/2014,2187.206
7/11/2015,1941.952
7/11/2017,1728.8919999999998
7/1/2014,601.0239999999999
7/1/2016,1724.376
7/1/2017,639.83
7/12/2014,1960.0119999999997
7/12/2015,2052.567
7/12/2016,95.76
7/12/2017,3.816
7/13/2014,351.216
7/13/2015,2033.256
7/13/2017,504.542
7/14/2014,292.594
7/14/2015,860.916
7/14/2016,2149.96
7/14/2017,3598.934
7/15/2014,9.51
7/15/2016,380.2
7/15/2017,2132.2290000000003
7/16/2015,3029.386
7/16/2016,910.1700000000002
7/16/2017,316.636
7/17/2015,448.082
7/17/2016,2184.88
7/17/2017,2191.8729999999996
7/18/2014,273.04
7/18/2015,672.418
7/18/2016,2891.8580000000006
7/18/2017,2106.7940000000003
7/19/2014,461.326
7/19/2015,2.025
7/19/2016,1536.454
7/20/2014,2285.7859999999996
7/20/2015,2693.168
7/20/2016,89.95
7/20/2017,2283.208
7/21/2014,1961.4820000000002
7/21/2016,991.095
7/21/2017,3685.9440000000004
7/2/2014,79.56
7/2/2015,1631.9019999999998
7/2/2016,772.786
7/2/2017,169.192
7/22/2014,1348.3440000000003
7/22/2016,1368.0480000000002
7/22/2017,556.3140000000001
7/23/2014,2613.184
7/23/2015,208.272
7/23/2016,654.587
7/23/2017,898.1880000000001
7/24/2015,525.95
7/24/2016,326.964
7/24/2017,2399.96
7/25/2014,8341.289999999999
7/25/2015,2395.024
7/25/2016,5920.488
7/25/2017,798.742
7/26/2014,5039.994
7/26/2015,969.2250000000001
7/26/2017,2012.3020000000001
7/27/2014,580.06
7/27/2015,29.97
7/27/2017,1142.68
7/28/2014,193.152
7/28/2016,2033.374
7/28/2017,1170.5639999999999
7/29/2016,819.154
7/29/2017,1391.294
7/30/2014,1367.84
7/30/2015,443.802
7/30/2016,1770.7759999999998
7/30/2017,523.376
7/31/2015,3712.162
7/31/2016,2174.158
7/31/2017,1558.028
7/3/2015,823.982
7/3/2016,847.6999999999999
7/3/2017,6963.404
7/4/2014,247.40800000000002
7/4/2015,1138.288
7/4/2016,1651.301
7/5/2014,1444.1039999999998
7/5/2015,121.646
7/5/2017,476.354
7/6/2014,1038.472
7/6/2015,1379.812
7/6/2017,380.37800000000004
7/7/2014,241.19400000000002
7/7/2016,3882.231
7/7/2017,1620.25
7/8/2014,763.0740000000001
7/8/2015,21.12
7/8/2016,2616.512
7/8/2017,1980.2640000000001
7/9/2014,265.521
7/9/2015,1587.1140000000003
7/9/2016,573.286
7/9/2017,1671.214
8/10/2015,851.4739999999999
8/10/2017,1823.07
8/11/2014,451.62
8/11/2015,196.112
8/11/2016,151.82
8/11/2017,708.726
8/1/2014,228.32800000000003
8/1/2015,1011.696
8/1/2016,1124.648
8/1/2017,2085.65
8/12/2014,1832.38
8/12/2016,3951.9605
8/12/2017,3693.0839999999994
8/13/2015,586.896
8/13/2016,731.5239999999999
8/13/2017,2643.1640000000007
8/14/2016,923.6880000000001
8/14/2017,440.736
8/15/2014,842.7819999999999
8/15/2015,497.59000000000003
8/15/2016,1680.2659999999998
8/15/2017,1949.872
8/16/2014,853.092
8/16/2015,3378.932
8/16/2016,204.54
8/16/2017,80.564
8/17/2014,500.342
8/17/2015,381.64
8/17/2016,15.712
8/17/2017,9517.288
8/18/2016,496.114
8/18/2017,7078.484
8/19/2014,1439.106
8/19/2016,448.792
8/19/2017,512.446
8/20/2014,1838.7220000000002
8/20/2016,14.78
8/20/2017,692.95
8/21/2015,2827.5200000000004
8/21/2016,4798.292
8/21/2017,8551.054
8/2/2014,886.28
8/2/2015,1290.478
8/2/2016,482.584
8/22/2014,23.104
8/22/2015,66.632
8/22/2016,405.35
8/22/2017,524.54
8/23/2014,565.224
8/23/2015,1202.278
8/23/2016,4187.348
8/23/2017,4590.344
8/24/2014,59.739999999999995
8/24/2015,7194.775000000001
8/24/2017,685.0560000000002
8/25/2014,1451.65
8/25/2015,178.526
8/25/2017,361.988
8/26/2014,366.81000000000006
8/26/2016,4874.298
8/26/2017,190.66
8/27/2014,2070.13
8/27/2015,639.974
8/27/2016,767.9109999999998
8/27/2017,6190.538
8/28/2015,6491.293
8/28/2016,322.0248
8/28/2017,1443.6319999999998
